チャンネル名	クラス		テキスト
kaden-channel	1		おもしろ回答が続々登場！　期待大の日本語版「Siri」の実力は？
kaden-channel	1		サイボーグ003がスタッフサービスと単独契約！　事務処理能力の才能あり？
kaden-channel	1		パナソニックGH2の最新ファームウェアが公開。 24Mbpsモード、AF精度が向上
it-life-hack	0		我が家の電波状況も良くなるかな？孫社長 格言的な言葉が話題
it-life-hack	0		周波数の単位に関係あり！Googleロゴが波のアニメの理由
it-life-hack	0		Firefoxのダウンロードを俄然便利にするアドオンソフト
it-life-hack	0		人の役に立ってお小遣いも稼げる！責任者が語る「NAVERまとめ」の魅力
it-life-hack	0		星空を好きな時間に自宅で見よう！都会の星 Mook（写真集）を限定販売
kaden-channel	1		コンテンツが高すぎる？　スタートしたばかりの「もっとTV」が話題にならない理由
it-life-hack	0		ドコモ7.8mmの有機ELスマホ開発！スリムボディのスマートフォン「docomo NEXT series P-04D」
it-life-hack	0		最新情報も見逃すな！ 大人気アニメ「宇宙兄弟」公式アプリ！
it-life-hack	0		自分が選んだニュースにコメントが！シェアで変わるITニュース活用法
kaden-channel	1		日焼け止めは白くなるくらい塗らないと効果がない！？
it-life-hack	0		色んなアイデアが爆発！　にゃんこ型イヤホンジャックカバーの次は何だ？
it-life-hack	0		虚構新聞が更新を一時停止！してますん！という嘘ニュース
kaden-channel	1		「最新」とつぶやくだけで最新ニュースをゲット！　定期配信も可能な便利機能が「LINE」に登場
it-life-hack	0		LANだけで動作するコンピュータ 電源不要のオールインワン型
kaden-channel	1		逆切れ？　初コメント？　母親の生活保護不正受給疑惑、河本準一がツイッターのプロフィールを変更
it-life-hack	0		iPhoneで作るビジネス文書、動画のムダをトリミング　iPhone活用術
kaden-channel	1		クリスマスはテレビを見よう！　２３日は家政婦じゃない松嶋菜々子を堪能！金曜ロードショーは「ゴースト　もういちど抱きしめたい」
it-life-hack	0		その圧倒的な画面の美しさ！新しいiPadは絶対買い 
it-life-hack	0		スマホやiPhoneを何度もフル充電！　最大で3台同時にスマホが充電できる大容量バッテリー
it-life-hack	0		乃木坂46ではデジカメがブーム？「1000メディア出演キャラバン」でメンバーに聞く
it-life-hack	0		Dock用スピーカーを簡単に無線化！いろんな器機で使えそうなBluetoothアダプター
kaden-channel	1		ラジオ英会話1年分を手のひらサイズに収録！SII電子辞書G6シリーズ
kaden-channel	1		アクセサリー感覚で楽しむ「キラキラ」体重計と活動量計
kaden-channel	1		「おもしろそう！」「見た目がおしゃれ！」女子中高生が１番欲しいのはiPhoneだった
kaden-channel	1		人気の Hulu オリジナルコンテンツが日本初上陸！！
kaden-channel	1		数年後に携帯電話回線がパンク！？　スマホの普及がもたらす新しい問題
kaden-channel	1		市場はスマホへ？　ドコモが人気の従来型携帯廃止を発表
kaden-channel	1		3D対応！パナソニックからブルーレイディーガ　プレミアムモデル2機種が新発売
it-life-hack	0		Excelの表作成がもっと快適になるキー操作を覚えよう
it-life-hack	0		GALAXY Noteをアウトドアでバリバリ使える！ GALAXY Note防水ケース
kaden-channel	1		一般投票１位のスギちゃんをを押さえてCOWCOW多田が初優勝！　R-1ぐらんぷりに「また吉本か！」の声も
kaden-channel	1		企業も大注目！　クールなガジェットが好きな女子が急増中
it-life-hack	0		CDケース大にSandyBridgeを搭載　ZOTACの新型コンパクトベアボーン
it-life-hack	0		レガシーデバイスをさらば！名実ともに次世代のMacBook Pro 
it-life-hack	0		Macもウイルスに感染 絶対安全なOSは存在しない
it-life-hack	0		なんだ、そうだったのか！Googleロゴが四角い建築である理由
kaden-channel	1		気になる冬の手荒れ対策に有効な家電は加湿器と食器洗い乾燥機
it-life-hack	0		Excel操作を簡略化！　ドラッグ＆ドロップでシート間コピー
it-life-hack	0		Word文書の見栄えがアップ！　クリップアートを透明化して活用
it-life-hack	0		自宅が無料ビデオレンタル店になる！8ch全録＆おまかせ録画が実現するテレビ天国
it-life-hack	0		写真の中に「人」がいる！美し過ぎる愛娘を通して人を撮る写真家に極意を見た
it-life-hack	0		「リーダー」機能は意外に便利！ iOSのSafariを上手に使う方法
it-life-hack	0		Windows＆LinuxのデュアルOS！ Thinkpad X1 Hybrid　3/9より発売開始！
kaden-channel	1		何が何でもiPhoneを守りたい人たちへ！　ハンマーでたたいても大丈夫な保護フィルム「ウルトラ衝撃吸収プロテクター」
it-life-hack	0		HTPCも作れるMini-ITXマザー登場！ZOTAC D2700-ITX WiFi Supreme
it-life-hack	0		ようやく普及期に入った3DS 専用ソーシャル機能が回り出した
kaden-channel	1		美人すぎるアメリカ人スーパーブロガーが来日取材！　気になるネットサービス「SHAPE OF LOVE」ってなんだ？
it-life-hack	0		マルチデバイスでしおりを同期！電子書籍の便利な機能
kaden-channel	1		「嫌だったら出て行け！」マツコの韓流批判にネットは賛成？　韓国では「日本文化なくなれ」と大反発！
kaden-channel	1		楽しいことにもいつかは終わりが・・・Google「Picnik」終了のお知らせが気になる
kaden-channel	1		今年の流行りをアプリでおさらい！　J-POP100曲が無料で聞ける「Music Beam」
kaden-channel	1		寝つけない夜に寝室で愛用…滝クリもオススメのスマートAVライフはパナソニックでチェック
kaden-channel	1		今度は香港で！　iPhone爆発もAppleは「使い方が悪い」
it-life-hack	0		Ultrabookにモバイルノートに最適！　厚さ9ミリUSB3.0対応のポータブルHDD「カクうす9」
it-life-hack	0		スレートPCとスピーカーをセットで！「feel Windows」オープン記念第三段！
kaden-channel	1		ネットで集まった祈りを祈祷・・・３月11日に山伏による復興祈願、供養が福島県で開催
it-life-hack	0		心の中に音を感じたときに撮る！相星哲也 氏が語る、音を感じる風景
it-life-hack	0		メモリ上に残るゴミをすっきり！MS純正メモリー開放ツール
it-life-hack	0		普及の実感が薄い海外での3DS ゲーム用SNSで魅力を生かせるか?
kaden-channel	1		ヘルシーで美味しいジュースがキレイの秘訣！シャープがスロージューサー新発売
kaden-channel	1		日立からホール・大会議室向け高輝度液晶プロジェクター新発売
it-life-hack	0		Z77搭載でお安いマザーも！？ ECSよりIntel 7シリーズ搭載マザー
kaden-channel	1		赤っ恥！　釈由美子に続き及川光博もiPhoneがよくわかっていなかった
kaden-channel	1		手間賃の方が高い？　拾ったAKBの画像を150円でネットで売り逮捕
kaden-channel	1		話題のｉＰｈｏｎｅ５、１０月４日に米アップルが発表か
it-life-hack	0		アナタなら10個のCPU何に使う？　SandyBridge-EとX79マザーの使い道を大募集中
kaden-channel	1		プロフィール写真をスタイリッシュに！　ポートレート写真の撮影に挑戦
it-life-hack	0		3秒でわかる！イー・モバイル、次世代モバイル通信「EMOBILE LTE」対応端末を一挙紹介
kaden-channel	1		良かった？　やっぱりダメ？　「食器洗い機不要論」は本当なのか
it-life-hack	0		オリジナルのままじゃつまらない！　ひと手間加えてTumblrのデザインを変更する
kaden-channel	1		グーグルプラスで衝撃！　AKB前田敦子が顔面センターをついに持ちネタ化し好感度アップ
kaden-channel	1		１位は友達！　あなたは１週間でいちばん誰に多くメールする？
kaden-channel	1		スマホ回線の値下げ競争がはじまる！　auのスマートバリュー発表はどう影響するか
it-life-hack	0		本日11時よりライブ配信開始！　ソフトバンク＆ウィルコム新製品発表会
kaden-channel	1		節電するのが当たり前！　震災後節電への意識が変わった日本列島
kaden-channel	1		あっという間に完璧なヘアスタイルが完成！　シャープのプラズマクラスタードライヤーでサロンと同じ仕上がりに
it-life-hack	0		動物好きなアナタに！ iPhoneを動物図鑑にしてくれるアプリ
kaden-channel	1		クリスマスディナーにもぴったり！　、「あんどん」をモチーフにしたライト「LEDあんどん　OLIGHT LS-8151W」は充電式
kaden-channel	1		テレビも電子書籍もインターネットも！　お風呂を楽しむなら 「ビエラ・ワンセグ」ＳＶ−ＭＥ１０００
kaden-channel	1		「あっ間違いちゃった♪」　なんだかんだで、頭の回転が速いローラがTwitterでファンを魅了
it-life-hack	0		Twitterとテレビを連携！テレビ視聴の楽しみ方を変える NECの「つぶやきプラス」
kaden-channel	1		死刑になる恐れも！　ムハンマドにツイッター上でタメ口を使った文筆家逮捕
it-life-hack	0		無料で情報収集＆発信できる次世代SNS「tumblr」を活用する
kaden-channel	1		おしゃれウォッチ！　テキストで時間を表示してくれる腕時計「QLOCKTWO W」が登場
it-life-hack	0		女子部必見！Peachyアプリが10万ダウンロードを突破
it-life-hack	0		ドコモのスマホに強い味方！ドコモ Optimus LTE L-01D用スタンダード大容量バッテリー
kaden-channel	1		洗濯したければゲームをクリアしろ！　イギリスの学生が発明した洗濯機が楽しすぎる
kaden-channel	1		水に浮いているようなリラックス姿勢で本格派—ソファ型マッサージチェア「Ｚｅｒｏｆｌｏａｔ　マッサージチェアＡＳ−６５０ＺＧ」発売
it-life-hack	0		違法ダウンロード刑罰化やRetinaディスプレ搭載MacBook Pro登場まで１週間を振り返る
kaden-channel	1		今夜はみんなでバルス！　ニコ動が今夜放送の「天空の城ラピュタ」実況生配信
kaden-channel	1		パナソニックからプロシューマー向けの2D/3DカメラのHDC-Z10000登場
kaden-channel	1		男子は見てる！　エチケットカットを怠らず視線から逃げない顔を作るには？
kaden-channel	1		通話相手の存在感を伝える抱き枕『ハグビー』—ヴイストン ロボットセンター 東京秋葉原店で2012 年4 月27 日〜5 月27 日に展示
kaden-channel	1		ZACUTO社製 キヤノンC300用アクセサリーが発売
kaden-channel	1		スマートフォン専用放送局「NOTTV」が詳細を発表！対応端末はドコモから3月に発売
it-life-hack	0		使いこなし指南の知っ得！虎の巻
it-life-hack	0		ワイルドな英語プリントだぜぇ！　スギちゃん風な英語の教材プリントが話題に
kaden-channel	1		「個人被ばく線量計」の機能についておさらいしてみよう
kaden-channel	1		連載●After Effects 天国への階段 第10回
it-life-hack	0		語れば語るほど、メッキが剥がれていく！孫社長「あきらめていないか？」
it-life-hack	0		ユーザー同士が情報交換できる！総合レビューサイト「iriver Review Portal」がスタート
it-life-hack	0		DropboxはLAN DISKで管理する時代へ！複数Dropboxアカウントをまとめて利用する方法
kaden-channel	1		アメーバピグ「15歳以下規制」ついに実施！　キッズが激怒でブログが炎上
it-life-hack	0		高耐久HDD搭載PC登場！　ドスパラより壊れにくいHDDを採用したモデルが登場
kaden-channel	1		東芝は世界に先駆けて「レグザ５５Ｘ３」を日本で発売
it-life-hack	0		ふぉっくす紺子だよ！暑中お見舞いカードもらってくれてありがとー
kaden-channel	1		iPhone4Sにまた問題発生？　今度は突然SIMカードの読み取りが不可能に・・・
it-life-hack	0		Mountain Lion登場！　25日よりMac App StoreからMountain Lion公開
kaden-channel	1		連載●After Effects 天国への階段 第11回
kaden-channel	1		駐車場の出し入れはスマホにお任せ！　日産が公開の電気自動車「ＰＩＶＯ（ピボ）３」がすごい！
kaden-channel	1		「なんで失恋の歌？」ソニーの「ウォークマン　Sシリーズ」CMで流れる西野カナの歌声に疑問の声
it-life-hack	0		iPhoneに直接転送できるスキャナ！「iスキャミル ミニ」が凄い
kaden-channel	1		この時期に頼りになるのは空気清浄機！　豪徳寺美鈴が悩んでゲットしたのはコレ！
kaden-channel	1		コンプガチャの規制にGLAYのTERUが激怒！「小学生が150万請求されるって、そんなの知らんわ！」
kaden-channel	1		たむけん、ツイッター炎上から焼肉店の営業妨害へ・・・一体なぜ起こったのか？【話題】　
it-life-hack	0		「写真の町」から生まれた「念力、滲透、輪郭」とは？　気鋭の写真家が描く世界にドキッ
kaden-channel	1		中東マネーがすごい！　サウジアラビア王子がTwitterに投資で、その額３億ドル！！
it-life-hack	0		おはこんこん、ふぉっくす紺子です！アキバで流れる動画が決まりました
kaden-channel	1		親しき仲にも礼儀あり！友人による写真や情報の無断投稿に9割が不快感
kaden-channel	1		あなたのパスワードは大丈夫？　避けた方がいいワーストパスワードが発表
it-life-hack	0		ゲームサウンドが聴き放題！ 24時間無料でゲームサウンドが聴けるSQUARE-ENIX AUDIO
it-life-hack	0		Kepler最新モデル登場！　深夜販売も行われたNVIDIAの最新GPU「GeForce GTX 660 Ti」
kaden-channel	1		花粉対策もできる電球タイプの蛍光灯—ラブロスの「シルバーイオンライト」
kaden-channel	1		必要以上にはしゃぎすぎ！　リア充を演出する人が増加中
kaden-channel	1		１人暮らしに最適！ハイアールからワンタッチ温め対応のレンジ「JM-V16A」が登場
it-life-hack	0		夏のボーナス金額は増！ ただし商品の購入に充てる割合は大幅減
it-life-hack	0		ついに発売日が決定！有機ELスマートフォン「DELL Streak Pro 101DL」が凄い
it-life-hack	0		スタートアップ設定や特殊なデフラグ！　ゴールデンウィークはPCをメンテナンス
it-life-hack	0		富士通がクラウドサービスを開始！「My Cloud」はどんな発展をするのか？
it-life-hack	0		最新CPUに出会えるチャンス！「Intel Technology Day in Akiba 2012」を開催へ
kaden-channel	1		テストレポート プロ機材ドットコム　TEEDAスタビライザー
kaden-channel	1		新緑の季節に大活躍しそう！ブラック・アンド・デッカー芝生・庭木バリカン発売
it-life-hack	0		液晶一体型！新型ワークステーションからインド製携帯電話まで【デジ通】一気読み
it-life-hack	0		Androidアップデートは何が重要か? OSのアップデートよりも重要な事
kaden-channel	1		Facebookをチェックして誰のとなりに座るか決められる！　航空会社が発表したびっくり座席指定システム
it-life-hack	0		深くお詫び申し上げます！探検ドリランドの一部機能を停止
it-life-hack	0		iPhoneやiPadが目ざまし時計になるユニークなガジェット登場！
it-life-hack	0		作業用BGMを探すのに最適！　お気に入りのアーティストを連続再生「Musictonic」
kaden-channel	1		「日本の侵略戦争がすべてのはじまり」で謹慎のまんべくんが「ごめんなさい。がんばります」と復活していた
kaden-channel	1		Test Report ソニーα77　作例動画
it-life-hack	0		雑誌をPDF化してiPadで読む裏技！スキャナー活用のノウハウを伝授
it-life-hack	0		作品から溢れ出る音を感じよう！相星哲也の写真展「韻」の不思議
kaden-channel	1		大人だって可愛いお腹に癒される！　タカラトミー「おやすみ　グーグーフレンズ　くまのプーさん」新発売
kaden-channel	1		「脱原発とは関係ない」姉の大麻所持逮捕に山本太郎がツイッターでコメント
it-life-hack	0		無線LANで映像を飛ばそう！ユニークな地デジチューナー付きルーター
kaden-channel	1		もはや動くスマホ？　トヨタが発表のコンセプトカー「Fun-Vii」がすごすぎると話題に
kaden-channel	1		Androidアプリ開発者必見！あんざいゆきさんの人気メルマガが「BLOGOSメルマガ」に登場！
it-life-hack	0		2ステップで録画開始！ Youtubeやニコニコが録画できるB′s 動画レコーダー 2
it-life-hack	0		アナタはまだブラウザのブックマーク？　ブックマーク管理はライフリストがオススメ
it-life-hack	0		切れない携帯はホントに必要か？　東京メトロにおける携帯のサービスエリア拡大
kaden-channel	1		アプリでカタログをもっと楽しめる！　開発秘話も読めるデジカメ「NEX-7」専用のARアプリ登場
it-life-hack	0		東芝より3TバイトHDD登場！ 主要メーカーの3.5インチHDDで3Tバイトモデルが出そろう
it-life-hack	0		MS Office互換、Google IMEも使える！　イザというときのUbuntu環境構築まとめ
it-life-hack	0		auなら月額590円で映画が見放題！新作映画も楽しめる「ビデオパス」が凄い
it-life-hack	0		とりあえずペンディング！　続・無許可ダウンロードの罰則化が引き起こす問題
it-life-hack	0		いよいよ開業間近！ 東京スカイツリー観光に行くなら「東京スカイツリー Navi」がオススメ！
it-life-hack	0		メモ型クラウドサービス「Droplr」 備忘録やブックマークに使える
kaden-channel	1		停電などの非常時に備える！HONDAがプロパンガス仕様のポータブル発電機を開発
it-life-hack	0		中高年の星！地方発の価格比較ができる便利サイト「お買い得.net」活用のススメ
it-life-hack	0		こんな目で娘に見つめられたい！娘と父の美しすぎる蜜月 久保和範写真展「恋人」
it-life-hack	0		高解像度の写真で見る！キヤノンのミラーレス一眼「EOS M」はココが凄い
it-life-hack	0		スティックタイプのコンデジ登場！　Optio新モデルは気分に合わせて着せ替え可能
kaden-channel	1		のどが痛くて歌えない！　主題歌が間に合わないＡＫＢさしこはプロ失格か
kaden-channel	1		生真面目かつ革新的にパワーアップする次世代テレビ—ソニーCrystal LED Display
it-life-hack	0		非公式アプリでも結構イケる！ UbuntuでもEvernoteが使える
kaden-channel	1		パナソニック新発売のエアコンは新開発「トップユニット」構造の「Xシリーズ」
kaden-channel	1		NEX-FS100での色創りとライティングを映画『彩〜aja〜』から学ぶ
it-life-hack	0		新iPad時代の定番はコレだ！iPhoneとiPadを同時充電＋ステレオスピーカー内蔵スタンド
it-life-hack	0		1年保証をさらに1年延長！　2年の保証が付くASRock製Intel 7シリーズ搭載マザー
kaden-channel	1		やはり気になる……ガイガーカウンターの購入を考える人は全体の17．2％
it-life-hack	0		SOHOや小規模事業所に最適、NETGEAR 16ポートギガビットスマートスイッチの試用企業を募集
kaden-channel	1		ソフトバンク孫社長の「iPhone、iPad、スマートフォン…どれも持っていない人は、人生を悔い改めて」発言に余計なお世話だ！
kaden-channel	1		女子必見！？　ソフトバンクからキティちゃんのスマホ登場
it-life-hack	0		Excel表を書き換えたのに再計算されない!?　を解決する
kaden-channel	1		WEB業界は「ろくろ回し過ぎ」ってなんだ？　ネットでインタビューが話題に
it-life-hack	0		MSがSkyDriveをアップデート！　 その外観はまさに「Metro風」（旧称）に！
kaden-channel	1		家族で使えるタブレット登場！　シャープ、NTT西、イオンらが共同でサービス発表
it-life-hack	0		来たぜ！お祭り第3弾！GIGABYTE板祭でZ77マザーのレビューアーを大募集
kaden-channel	1		スマートフォンの満足度、トップは「Xperia arc」
kaden-channel	1		ネット上での顔出しに抵抗ある？20代の88.4％が「抵抗ある」
it-life-hack	0		え？これ食べれるの？　海外のバースデーケーキの見事さが話題に
